ID_pose,Step
270,Step 2: Turn to the left so your left side faces the screen.
270,Step 3: Sit with legs extended.
270,"Step 4: Lift both legs overhead, bending knees to sides."
270,Step 5: Hold ankles or shins for support.
270,"Step 6: Balance on sit bones, gaze at the screen."
271,"Step 1: Start in standing forward position, facing the screen."
271,Step 2: Turn to the right so your right side faces the screen.
271,Step 3: Squat and place palms on floor.
271,Step 4: Hook right leg over arm and extend left leg back.
271,Step 5: Shift weight forward to balance on arms.
271,Step 6: Gaze at the screen.
272,"Step 1: Start in standing forward position, facing the screen."
272,Step 2: Turn to the left so your left side faces the screen.
272,Step 3: Squat and place palms on floor.
272,Step 4: Hook left leg over arm and extend right leg back.
272,Step 5: Shift weight forward to balance on arms.
272,Step 6: Gaze at the screen.
273,"Step 1: Start in standing forward position, facing the screen."
273,Step 2: Turn to the right so your right side faces the screen.
273,Step 3: Sit with legs extended.
273,Step 4: Lift one leg overhead behind the head.
273,Step 5: Balance with arms supporting body on floor.
273,"Step 6: Keep chest lifted, gaze at screen."
274,"Step 1: Start in standing forward position, facing the screen."
274,Step 2: Turn to the left so your left side faces the screen.
274,Step 3: Sit with legs extended.
274,Step 4: Lift one leg overhead behind the head.
274,Step 5: Balance with arms supporting body on floor.
274,"Step 6: Keep chest lifted, gaze at screen."
275,"Step 1: Start in standing forward position, facing the screen."
275,Step 2: Turn to the right so your right side faces the screen.
275,"Step 3: Kneel on floor, place hands on floor fingers back."
275,Step 4: Press elbows into abdomen for support.
275,"Step 5: Extend legs backward, lifting body off floor."
275,"Step 6: Balance on hands, gaze at the screen."
276,"Step 1: Start in standing forward position, facing the screen."
276,Step 2: Turn to the left so your left side faces the screen.
276,"Step 3: Kneel on floor, place hands on floor fingers back."
276,Step 4: Press elbows into abdomen for support.
276,"Step 5: Extend legs backward, lifting body off floor."
276,"Step 6: Balance on hands, gaze at the screen."
277,"Step 1: Start in standing forward position, facing the screen."
277,Step 2: Turn to the right so your right side faces the screen.
277,Step 3: Sit with legs crossed.
277,Step 4: Plant hands on floor beside hips.
277,Step 5: Lift hips and legs off floor using core strength.
277,"Step 6: Balance steadily, gaze at the screen."
278,"Step 1: Start in standing forward position, facing the screen."
278,Step 2: Turn to the left so your left side faces the screen.
278,Step 3: Sit with legs crossed.
278,Step 4: Plant hands on floor beside hips.
278,Step 5: Lift hips and legs off floor using core strength.
278,"Step 6: Balance steadily, gaze at the screen."
279,"Step 1: Start in standing forward position, facing the screen."
279,Step 2: Turn to the right so your right side faces the screen.
279,"Step 3: Stand tall, cross right ankle over left thigh."
279,"Step 4: Bend left knee, fold forward placing hands on floor."
279,Step 5: Slide right shin onto upper arms.
279,"Step 6: Shift weight forward, lifting left foot off floor, gaze at screen."
280,"Step 1: Start in standing forward position, facing the screen."
280,Step 2: Turn to the left so your left side faces the screen.
280,"Step 3: Stand tall, cross left ankle over right thigh."
280,"Step 4: Bend right knee, fold forward placing hands on floor."
280,Step 5: Slide left shin onto upper arms.
280,"Step 6: Shift weight forward, lifting right foot off floor, gaze at screen."
281,"Step 1: Start in standing forward position, facing the screen."
281,Step 2: Turn to the right so your right side faces the screen.
281,Step 3: Lie on back and lift legs overhead.
281,Step 4: Bring toes to floor behind head.
281,Step 5: Keep hands on back for support or flat on mat.
281,Step 6: Gaze softly at the screen.
282,"Step 1: Start in standing forward position, facing the screen."
282,Step 2: Turn to the left so your left side faces the screen.
282,Step 3: Lie on back and lift legs overhead.
282,Step 4: Bring toes to floor behind head.
282,Step 5: Keep hands on back for support or flat on mat.
282,Step 6: Gaze softly at the screen.
283,"Step 1: Start in standing forward position, facing the screen."
283,Step 2: Turn to the right so your right side faces the screen.
283,Step 3: Sit in lotus position with arms between legs.
283,"Step 4: Plant hands on floor, press palms firmly."
283,Step 5: Lift body upward balancing on hands.
283,Step 6: Hold steady and gaze at the screen.
284,"Step 1: Start in standing forward position, facing the screen."
284,Step 2: Turn to the left so your left side faces the screen.
284,Step 3: Sit in lotus position with arms between legs.
284,"Step 4: Plant hands on floor, press palms firmly."
284,Step 5: Lift body upward balancing on hands.
284,Step 6: Hold steady and gaze at the screen.
285,"Step 1: Start in standing forward position, facing the screen."
285,Step 2: Turn to the right so your right side faces the screen.
285,Step 3: Sit in lotus pose with legs crossed tightly.
285,Step 4: Place hands on floor beside hips.
285,Step 5: Press palms firmly and lift body off the floor.
285,"Step 6: Balance with legs and hips raised, gaze at the screen."
286,"Step 1: Start in standing forward position, facing the screen."
286,Step 2: Turn to the left so your left side faces the screen.
286,Step 3: Sit in lotus pose with legs crossed tightly.
286,Step 4: Place hands on floor beside hips.
286,Step 5: Press palms firmly and lift body off the floor.
286,"Step 6: Balance with legs and hips raised, gaze at the screen."
287,"Step 1: Start in standing forward position, facing the screen."
287,Step 2: Turn to the right so your right side faces the screen.
287,Step 3: Come into forearm balance with elbows under shoulders.
287,"Step 4: Arch back deeply, bending knees toward head."
287,Step 5: Point toes overhead as chest opens.
287,Step 6: Hold the balance and gaze at the screen.
288,"Step 1: Start in standing forward position, facing the screen."
288,Step 2: Turn to the left so your left side faces the screen.
288,Step 3: Come into forearm balance with elbows under shoulders.
288,"Step 4: Arch back deeply, bending knees toward head."
288,Step 5: Point toes overhead as chest opens.
288,Step 6: Hold the balance and gaze at the screen.
289,"Step 1: Start in standing forward position, facing the screen."
289,Step 2: Turn to the right so your right side faces the screen.
289,Step 3: Sit down and slide arms under bent knees.
289,Step 4: Place palms on floor beside hips.
289,"Step 5: Lift body off the floor, pressing thighs against arms."
289,"Step 6: Extend feet forward, gaze at the screen."
290,"Step 1: Start in standing forward position, facing the screen."
290,Step 2: Turn to the left so your left side faces the screen.
290,Step 3: Sit down and slide arms under bent knees.
290,Step 4: Place palms on floor beside hips.
290,"Step 5: Lift body off the floor, pressing thighs against arms."
290,"Step 6: Extend feet forward, gaze at the screen."
291,"Step 1: Start in standing forward position, facing the screen."
291,Step 2: Turn to the right so your right side faces the screen.
291,Step 3: Lie on back and lift legs overhead.
291,Step 4: Bend knees into lotus pose while supporting back with hands.
291,Step 5: Raise hips and legs vertically in shoulder stand.
291,"Step 6: Keep balance steady, gaze softly at the screen."
292,"Step 1: Start in standing forward position, facing the screen."
292,Step 2: Turn to the left so your left side faces the screen.
292,Step 3: Lie on back and lift legs overhead.
292,Step 4: Bend knees into lotus pose while supporting back with hands.
292,Step 5: Raise hips and legs vertically in shoulder stand.
292,"Step 6: Keep balance steady, gaze softly at the screen."
293,"Step 1: Start in standing forward position, facing the screen."
293,Step 2: Turn to the right so your right side faces the screen.
293,Step 3: Lie on back and lift legs upward.
293,Step 4: Support lower back with hands.
293,Step 5: Raise hips and legs vertically over shoulders.
293,"Step 6: Keep neck relaxed, gaze softly at the screen."
294,"Step 1: Start in standing forward position, facing the screen."
294,Step 2: Turn to the left so your left side faces the screen.
294,Step 3: Lie on back and lift legs upward.
294,Step 4: Support lower back with hands.
294,Step 5: Raise hips and legs vertically over shoulders.
294,"Step 6: Keep neck relaxed, gaze softly at the screen."
295,"Step 1: Start in standing forward position, facing the screen."
295,Step 2: Turn to the right so your right side faces the screen.
295,Step 3: Lie flat on back with arms relaxed at sides.
295,Step 4: Lift both legs upward and spread them wide apart.
295,Step 5: Keep lower back on mat and hold position steady.
295,Step 6: Gaze softly at the screen.
296,"Step 1: Start in standing forward position, facing the screen."
296,Step 2: Turn to the left so your left side faces the screen.
296,Step 3: Lie flat on back with arms relaxed at sides.
296,Step 4: Lift both legs upward and spread them wide apart.
296,Step 5: Keep lower back on mat and hold position steady.
296,Step 6: Gaze softly at the screen.
